ano,data,codigo,programa,cargo,observacao,estado,eleicao_municipal,municipio,tem_dvd_fisico,dvd_funciona,dvd_no_drive,dvd_no_hd,backup_ok,partidos
2018,2018-10-25 00:00:00,025/18,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,RJ,NÃO,,SIM,Sim,SIM,SIM,SIM,AVANTE;DEM;NOVO;PATRIOTA;PCDOB;PDT;PHS;PMDB;PMN;PODEMOS;PP;PPS;PR;PRB;PROS;PRP;PRTB;PSB;PSC;PSD;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTC;PV;REDE;SOLIDARIEDADE
2018,2018-10-26 00:00:00,026/18,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,AVANTE;DEM;NOVO;PATRIOTA;PCDOB;PDT;PHS;PMDB;PMN;PODEMOS;PP;PPL;PPS;PR;PRB;PROS;PRP;PRTB;PSB;PSC;PSD;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PTC;PV;REDE;SOLIDARIEDADE
2018,2018-10-27 00:00:00,027/18,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,RJ,NÃO,,SIM,Sim,SIM,SIM,SIM,AVANTE;DEM;NOVO;PATRIOTA;PCDOB;PDT;PHS;PMDB;PMN;PODEMOS;PP;PPS;PR;PRB;PROS;PRP;PRTB;PSB;PSC;PSD;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PTC;PV;REDE;SOLIDARIEDADE
2018,2018-10-28 00:00:00,028/18,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,AVANTE;DEM;NOVO;PATRIOTA;PCDOB;PDT;PHS;PMB;PMDB;PMN;PODEMOS;PP;PPL;PPS;PR;PRB;PROS;PRP;PRTB;PSB;PSC;PSD;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PV;REDE;SOLIDARIEDADE
2018,2018-10-29 00:00:00,029/18,HGPE,"PRESIDENTE, GOVERNADOR",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PSC;PSL;PT
2018,2018-10-30 00:00:00,030/18,HGPE,"PRESIDENTE, GOVERNADOR",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PSC;PSL;PT
2018,2018-10-31 00:00:00,031/18,HGPE,"PRESIDENTE, GOVERNADOR",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PSC;PSL;PT
2018,2018-11-01 00:00:00,032/18,HGPE,"PRESIDENTE, GOVERNADOR",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PSC;PSL;PT
2018,2018-11-02 00:00:00,033/18,HGPE,"PRESIDENTE, GOVERNADOR",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PSC;PSL;PT
2018,2018-11-03 00:00:00,034/18,HGPE,"PRESIDENTE, GOVERNADOR",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PSC;PSL;PT
2018,2018-11-04 00:00:00,035/18,HGPE,"PRESIDENTE, GOVERNADOR",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PSC;PSL;PT
2018,2018-11-05 00:00:00,036/18,HGPE,"PRESIDENTE, GOVERNADOR",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PSC;PSL;PT
2018,2018-11-06 00:00:00,037/18,HGPE,"PRESIDENTE, GOVERNADOR",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PSC;PSL;PT
2018,2018-11-07 00:00:00,038/18,HGPE,"PRESIDENTE, GOVERNADOR",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PSC;PSL;PT
2018,2018-11-08 00:00:00,039/18,HGPE,"PRESIDENTE, GOVERNADOR",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PSC;PSL;PT
2018,2018-11-09 00:00:00,040/18,HGPE,"PRESIDENTE, GOVERNADOR",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PSC;PSL;PT
2018,2018-11-10 00:00:00,041/18,HGPE,"PRESIDENTE, GOVERNADOR",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PSC;PSL;PT
2010,2020-08-22 00:00:00,069/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-08-23 00:00:00,070/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRTB;PSB;PSC;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-08-24 00:00:00,071/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,RJ,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-08-25 00:00:00,072/10,TELEJORNAL,PRESIDENTE,O ano é na verdade de 2006,BRASIL,NÃO,,SIM,Sim,SIM,SIM,SIM,PFL;PPS;PSDB;PT
2010,2010-08-26 00:00:00,073/10,TELEJORNAL,PRESIDENTE,O ano é na verdade de 2006,BRASIL,NÃO,,SIM,Sim,SIM,SIM,SIM,PSDB;PT
2010,2010-08-27 00:00:00,074/10,TELEJORNAL,PRESIDENTE,O ano é na verdade de 2006,BRASIL,NÃO,,SIM,Sim,SIM,SIM,SIM,PSDB;PT
2010,2010-08-28 00:00:00,075/10,TELEJORNAL,PRESIDENTE,,BRASIL,NÃO,,SIM,Sim,SIM,SIM,SIM,PDT;PMDB;PSDB;PT
2010,2010-08-29 00:00:00,076/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRTB;PSB;PSC;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-08-30 00:00:00,077/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,RJ,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-01 00:00:00,078/10,HGPE,"PRESIDENTE, GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PSB;PSC;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-02 00:00:00,079/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRTB;PSB;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-03 00:00:00,080/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,RJ,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-04 00:00:00,081/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,RJ,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-05 00:00:00,082/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-06 00:00:00,083/10,HGPE,"PRESIDENTE, GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-07 00:00:00,084/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,RJ,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-08 00:00:00,085/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,RJ,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-09 00:00:00,086/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRTB;PSB;PSC;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-10 00:00:00,087/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,RJ,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-11 00:00:00,088/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,RJ,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PV
2010,2010-09-12 00:00:00,089/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRTB;PSB;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-13 00:00:00,090/10,OUTRO,,"É apenas o programa da MTV, não há partidos",,NÃO,,SIM,Sim,SIM,SIM,SIM,
2010,2010-09-14 00:00:00,091/10,HGPE,PRESIDENTE,,BRASIL,NÃO,,SIM,Sim,SIM,SIM,SIM,PCB;PCO;PRTB;PSDB;PSDC;PSOL;PSTU;PT;PV
2010,2010-09-15 00:00:00,092/10,HGPE,DEPUTADO ESTADUAL,,RJ,NÃO,,SIM,Sim,SIM,SIM,SIM,PT
2010,2010-09-16 00:00:00,093/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,RJ,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PMDB;PMN;PP;PPS;PR;PRB;PRP;PSB;PSC;PSDB;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-17 00:00:00,094/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, RJ",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-18 00:00:00,095/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,RJ,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-19 00:00:00,096/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,RJ,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-20 00:00:00,098/10,HGPE,PRESIDENTE,,BRASIL,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTDOB;PV
2010,2010-09-21 00:00:00,099/10,HGPE,,A gravação tem apenas 35 segundos (incompleto),,NÃO,,SIM,Sim,SIM,SIM,SIM,
2010,2010-09-22 00:00:00,100/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, PR",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PP;PRTB;PSB;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTDOB;PTN;PV
2010,2010-09-23 00:00:00,101/10,HGPE,GOVERNADOR,,PR,NÃO,,SIM,Sim,SIM,SIM,SIM,PCB;PDT;PRTB;PSDB
2010,2010-09-24 00:00:00,102/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",A gravação apresenta alguns ruídos e baixa qualidade,"BRASIL, PR",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRTB;PSB;PSC;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PV
2010,2010-09-25 00:00:00,103/10,TELEJORNAL,PRESIDENTE,A gravação tem apenas 2:57 (incompleta),BRASIL,NÃO,,SIM,Sim,SIM,SIM,SIM,PSDB;PT;PV
2010,2010-09-26 00:00:00,104/10,TELEJORNAL,,A gravação tem apenas 6:26 (incompleta),,NÃO,,SIM,Sim,SIM,SIM,SIM,
2010,2010-09-27 00:00:00,105/10,HGPE,"PRESIDENTE, GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,"BRASIL, PR",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-28 00:00:00,106/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, PR",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-29 00:00:00,107/10,HGPE,"PRESIDENTE, GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,"BRASIL, PR",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRP;PRTB;PSB;PSC;PSDB;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-09-30 00:00:00,108/10,HGPE,,A gravação tem apenas 1:12,,NÃO,,SIM,Não,SIM,SIM,SIM,
2010,2010-10-01 00:00:00,109/10,TELEJORNAL,,A gravação tem apenas 4:11,,NÃO,,SIM,Não,SIM,SIM,SIM,
2010,2010-10-02 00:00:00,110/10,TELEJORNAL,,A gravação tem apenas 1:07,,NÃO,,SIM,Não,SIM,SIM,SIM,
2010,2010-10-03 00:00:00,111/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,PR,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSDC;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-10-04 00:00:00,112/10,HGPE,"PRESIDENTE, GOVERNADOR, DEPUTADO ESTADUAL",,"BRASIL, PR",NÃO,,SIM,Sim,SIM,SIM,SIM,PCDOB;PCO;PDT;PMDB;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PV
2010,2010-10-05 00:00:00,117/10,HGPE,GOVERNADOR,A gravação tem apenas 6:00,PR,NÃO,,SIM,Não,SIM,SIM,SIM,PSOL;PSTU
2010,2010-10-06 00:00:00,118/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, PR",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCO;PP;PPS;PRTB;PSDB;PSDC;PSOL;PSTU;PT;PV
2010,2010-10-07 00:00:00,119/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,PR,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-10-08 00:00:00,120/10,HGPE,PRESIDENTE,A gravação tem apenas 0:56,BRASIL,NÃO,,SIM,Não,SIM,SIM,SIM,PCB
2010,2010-10-09 00:00:00,121/10,HGPE,GOVERNADOR,A gravação tem apenas 2:34,PR,NÃO,,SIM,Não,SIM,SIM,SIM,PDT
2010,2010-10-10 00:00:00,122/10,TELEJORNAL,,A gravação tem apenas 3:39,,NÃO,,SIM,Não,SIM,SIM,SIM,
2010,2010-10-11 00:00:00,123/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,PR,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSL;PSOL;PSTU;PT;PTB;PTC;PTDOB;PTN;PV
2010,2010-10-11 00:00:00,124/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,AL,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PHS;PMDB;PP;PPS;PR;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTDOB;PV
2010,2010-10-12 00:00:00,125/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,AL,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PMDB;PP;PPS;PR;PRTB;PSB;PSDB;PSL;PSOL;PT;PTB;PTC;PV
2010,2010-10-19 00:00:00,126/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,AL,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PMDB;PMN;PP;PPS;PR;PRB;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTDOB;PV
2010,2010-10-20 00:00:00,127/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,AL,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PMDB;PMN;PP;PPS;PRB;PRTB;PSB;PSC;PSDB;PSOL;PT;PTB;PTDOB;PV
2010,2010-10-21 00:00:00,128/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, AL",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PHS;PMDB;PP;PPS;PR;PRB;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTDOB;PV
2010,2010-10-22 00:00:00,129/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,AL,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PMDB;PP;PPS;PR;PRTB;PSB;PSC;PSDB;PSOL;PT;PTB;PV
2010,2010-10-23 00:00:00,130/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, AL",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PMDB;PP;PPS;PR;PRB;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTDOB;PV
2010,2010-10-24 00:00:00,131/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,AL,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PMDB;PP;PPS;PRP;PRTB;PSB;PSC;PSDB;PSL;PSOL;PT;PTB;PTC;PTN;PV
2010,2010-10-25 00:00:00,132/10,HGPE,"PRESIDENTE, SENADOR, DEPUTADO FEDERAL",,"BRASIL, AL",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PHS;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTDOB;PV
2010,2010-10-26 00:00:00,133/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,AL,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PMDB;PMN;PP;PPS;PR;PRB;PRTB;PSB;PSC;PSDB;PSOL;PT;PTB;PTDOB;PV
2010,2010-10-27 00:00:00,134/10,HGPE,"PRESIDENTE, SENADOR, DEPUTADO FEDERAL",,"BRASIL, AL",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PMDB;PMN;PP;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTDOB;PV
2010,2010-10-28 00:00:00,135/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,AL,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PMDB;PMN;PPS;PRP;PRTB;PSB;PSDB;PSL;PSOL;PT;PTB;PTN;PV
2010,2010-10-29 00:00:00,136/10,HGPE,"PRESIDENTE, SENADOR, DEPUTADO FEDERAL",,"BRASIL, AL",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PMDB;PMN;PP;PR;PRP;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTDOB;PV
2010,2010-10-30 00:00:00,137/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,AL,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PMDB;PMN;PP;PPS;PR;PRB;PRTB;PSB;PSDB;PSL;PSOL;PT;PTB;PTC;PV
2010,2010-10-31 00:00:00,138/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, AL",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PHS;PMDB;PMN;PP;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTDOB;PV
2010,2010-08-01 00:00:00,139/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,AL,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PMDB;PMN;PP;PPS;PRP;PRTB;PSB;PSC;PSDB;PSL;PSOL;PT;PTB;PTDOB;PTN;PV
2010,2010-10-02 00:00:00,140/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, AL",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PMDB;PMN;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTDOB;PV
2010,2010-08-03 00:00:00,141/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,AL,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PMDB;PMN;PP;PPS;PR;PRB;PRTB;PSB;PSC;PSDB;PSL;PSOL;PT;PTB;PV
2010,2010-08-04 00:00:00,142/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, AL",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PMDB;PP;PR;PRB;PRP;PRTB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTDOB;PV
2010,2010-08-05 00:00:00,143/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PMDB;PMN;PP;PPS;PRTB;PSB;PSDB;PSL;PSOL;PT;PTB;PTDOB;PTN;PV
2010,2010-08-06 00:00:00,145/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,"PI, AL",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PMDB;PMN;PPS;PR;PRTB;PSB;PSC;PSDB;PSL;PSOL;PT;PTB
2010,2010-08-07 00:00:00,146/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, AL",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PMDB;PP;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTDOB;PV
2010,2010-08-08 00:00:00,147/10,HGPE,"GOVERNADOR, SENADOR, DEPUTADO ESTADUAL",,AL,NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PDT;PMDB;PP;PPS;PRTB;PSB;PSC;PSDB;PSL;PSOL;PT;PTB;PTDOB;PTN;PV
2010,2010-08-09 00:00:00,148/10,HGPE,"PRESIDENTE, DEPUTADO FEDERAL",,"BRASIL, AL",NÃO,,SIM,Sim,SIM,SIM,SIM,DEM;PCB;PCDOB;PCO;PDT;PHS;PMDB;PP;PPS;PR;PRB;PRP;PRTB;PSB;PSC;PSDB;PSDC;PSOL;PSTU;PT;PTB;PTDOB;PTN;PV
