municipio,candidato,cargo,partido,condicao,paginas_proposta,ano,num_arquivos,url
Saquarema,MANOELA RAMOS DE SOUZA GOMES ALVES,PREFEITO,DEM,ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59099/426/candidatos/143892/5_1599957374275.pdf
Saquarema,CLAUDIO MARCIO TEIXEIRA MOTTA,PREFEITO,PSD,NÃO ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59099/426/candidatos/591825/5_1601047657316.pdf
Saquarema,RENATO MAGNO GONÇALVES RIBEIRO,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,35,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59099/426/candidatos/673919/5_1600882957777.pdf
Saquarema,RODRIGO FERREIRA DE MENDONÇA,PREFEITO,REPUBLICANOS,NÃO ELEITO,23,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59099/426/candidatos/259563/5_1600177750914.pdf
Seropédica,ADONIZEDEQUES DE PONTES TEIXEIRA,PREFEITO,DC,NÃO ELEITO,NÃO TEM,2020,0,
Seropédica,ANABAL BARBOSA DE SOUZA,PREFEITO,PDT,NÃO ELEITO,29,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58424/426/candidatos/629851/5_1601067565734.pdf
Seropédica,GLÓRIA ELIZABETH COLOMBINO DE MALDONADO MARTINEZ FRUTOS,PREFEITO,MDB,NÃO ELEITO,19 – 3,2020,2,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58424/426/candidatos/190001251914/pje-9aa08015-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58424/426/candidatos/847359/5_1601158744071.pdf
Seropédica,LUCIANO HENRIQUE PEREIRA,PREFEITO,PL,NÃO ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58424/426/candidatos/820313/5_1601068732926.pdf
Seropédica,LUCAS DUTRA DOS SANTOS,PREFEITO,PSC,ELEITO,18,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58424/426/candidatos/599442/5_1601074451332.pdf
Silva Jardim,ANDRÉ LUIZ FERREIRA DE LACERDA,PREFEITO,PODE,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59110/426/candidatos/355115/5_1600437576682.pdf
Silva Jardim,NORCIVAN CORREIA VALVIESSE,PREFEITO,PSD,NÃO ELEITO,1,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59110/426/candidatos/525144/5_1600693605877.pdf
Silva Jardim,GLAUBERT HENRIQUE DE OLIVEIRA,PREFEITO,CIDADANIA,NÃO ELEITO,4,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59110/426/candidatos/545795/5_1601003740848.pdf
Silva Jardim,JAIME FIGUEIREDO LIMA,PREFEITO,PROS,ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59110/2030402020/190001079360/pje-e9dc3926-Proposta%20de%20governo.pdf
Sumidouro,JUAREZ AUGUSTO DE OLIVEIRA,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,1,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59137/426/candidatos/307025/5_1600631026748.pdf
Sumidouro,GALILEU DE FREITAS,PREFEITO,PSL,NÃO ELEITO,20,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59137/426/candidatos/669782/5_1600980482883.pdf
Sumidouro,ELIESIO PERES DA SILVA,PREFEITO,PTB,ELEITO,4,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59137/426/candidatos/293941/5_1601041415887.pdf
Tanguá,HILDERSAN MIRANDA RODRIGUES,PREFEITO,PODE,NÃO ELEITO,35,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58360/426/candidatos/350190/5_1600930449415.pdf
Tanguá,FERNANDO JOSÉ GAC DA FONSECA,PREFEITO,PATRIOTA,NÃO ELEITO,9,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58360/426/candidatos/245817/5_1600540231321.pdf
Tanguá,JEZAIAS ALVES DE SOUZA,PREFEITO,PL,NÃO ELEITO,11,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58360/2030402020/190000782459/pje-5fbb0295-Proposta%20de%20governo.pdf
Tanguá,EDSON ALVES DE MARINS,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,2,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58360/426/candidatos/251465/5_1599916310574.pdf
Tanguá,RODRIGO DA COSTA MEDEIROS,PREFEITO,PP,ELEITO,39,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58360/426/candidatos/145836/5_1600638610235.pdf
Teresópolis,ALEXSANDRO DA SILVA COSTA,PREFEITO,DEM,NÃO ELEITO,155,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59153/426/candidatos/575744/5_1601050763347.pdf
Teresópolis,GERALDO MENEZES DE ALMEIDA,PREFEITO,PDT,NÃO ELEITO,NÃO TEM,2020,0,
Teresópolis,LEANDRO FRANCISCO MACHADO NEVES,PREFEITO,AVANTE,NÃO ELEITO,26,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59153/426/candidatos/392689/5_1601049304856.pdf
Teresópolis,LUIZ ANTONIO DANTAS RIBEIRO,PREFEITO,PSDB,NÃO ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59153/426/candidatos/304703/5_1600542191936.pdf
Teresópolis,PEDRO GIL FERREIRA DE PAULA,PREFEITO,PATRIOTA,NÃO ELEITO,17,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59153/426/candidatos/190000829246/pje-d6c0107a-Proposta%20de%20governo.pdf
Teresópolis,RODRIGO VASCONCELOS KOBLITZ,PREFEITO,PSOL,NÃO ELEITO,29,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59153/426/candidatos/75723/5_1600085525605.pdf
Teresópolis,VINICIUS CARDOSO CLAUSSEN DA SILVA,PREFEITO,PSC,ELEITO,NÃO TEM,2020,0,
Trajano de Moraes,CARLOS JOSÉ GOMES DE SOUZA,PREFEITO,PSDB,NÃO ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59170/426/candidatos/663467/5_1600971500755.pdf
Trajano de Moraes,JORGE MURILO RODRIGUES DE MORAES,PREFEITO,PDT,NÃO ELEITO,21,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59170/426/candidatos/830187/5_1601078500097.pdf
Trajano de Moraes,RILDO GONÇALVES NEVES,PREFEITO,MDB,NÃO ELEITO,31,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59170/426/candidatos/422360/5_1600465751784.pdf
Trajano de Moraes,RODRIGO FREIRE VIANA,PREFEITO,DEM,ELEITO,3,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59170/426/candidatos/462693/5_1600978489211.pdf
Três Rios,ALEXANDRE DE ANDRADE MAURO,PREFEITO,PSOL,NÃO ELEITO,14,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59196/426/candidatos/345552/5_1600292330690.pdf
Três Rios,FABIANO OLIVEIRA PEREIRA,PREFEITO,PSL,NÃO ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59196/426/candidatos/665755/5_1601033774028.pdf
Três Rios,JOACIR BARBAGLIO PEREIRA,PREFEITO,PL,ELEITO,49,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59196/2030402020/190000982127/pje-a14aebd8-Proposta%20de%20governo.pdf
Três Rios,JORGE LUIS DE ALMEIDA JUNIOR,PREFEITO,DC,NÃO ELEITO,NÃO TEM,2020,0,
Três Rios,JORGE LUIZ RIBEIRO,PREFEITO,PSD,NÃO ELEITO,4,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59196/426/candidatos/506478/5_1600749217291.pdf
Três Rios,JOSIMAR SALES MAIA,PREFEITO,PSC,NÃO ELEITO,14,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59196/426/candidatos/711896/5_1601098160312.pdf
Três Rios,LUIZ ALBERTO BARBOSA,PREFEITO,DEM,NÃO ELEITO,11 – 10 – 11,2020,3,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59196/426/candidatos/190000943957/pje-1a3e41ec-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59196/426/candidatos/190000943957/pje-64c7e527-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59196/426/candidatos/190000943957/pje-cadd1a45-Proposta%20de%20governo.pdf
Valença,FÁBIO ALVES RAMOS,PREFEITO,PSC,NÃO ELEITO,18,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59218/426/candidatos/174574/5_1600201417189.pdf
Valença,LUIZ FERNANDO FURTADO DA GRAÇA,PREFEITO,PP,ELEITO,20,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59218/426/candidatos/621363/5_1600806546895.pdf
Valença,GELSON SAMPAIO DE SOUZA,PREFEITO,PROS,NÃO ELEITO,23,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59218/426/candidatos/525823/5_1600816779963.pdf
Valença,HELIO BATISTA BILHERI FILHO,PREFEITO,PSB,NÃO ELEITO,37,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59218/426/candidatos/833076/Plano.pdf
Valença,LUCIANA BOMFIM DE MIRANDA,PREFEITO,PSOL,NÃO ELEITO,54,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59218/426/candidatos/684810/5_1600891652661.pdf
Varre-Sai,SILVESTRE JOSE GORINI,PREFEITO,PP,ELEITO,6,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58084/426/candidatos/391418/5_1600899474133.pdf
Varre-Sai,LAURO ABIB FABRI,PREFEITO,MDB,NÃO ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58084/426/candidatos/536436/5_1601143089064.pdf
Varre-Sai,VALÉRIA PEREIRA NEVES,PREFEITO,PRTB,NÃO ELEITO,NÃO TEM,2020,0,
Vassouras,EURICO PINHEIRO BERNARDES JUNIOR,PREFEITO,PSC,NÃO ELEITO,20,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59234/426/candidatos/190000858702/pje-d379d1c7-Proposta%20de%20governo.pdf
Vassouras,HEITOR PIRES MAGALHÃES,PREFEITO,PSL,NÃO ELEITO,6,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59234/426/candidatos/469057/5_1601070990338.pdf
Vassouras,SEVERINO ANANIAS DIAS FILHO,PREFEITO,DEM,ELEITO,34,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59234/426/candidatos/190000958409/pje-61834c91-Proposta%20de%20governo.pdf
Volta Redonda,ALEX MARTINS RODRIGUES,PREFEITO,PSB,NÃO ELEITO,36,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59250/426/candidatos/734828/5_1600959908780.pdf
Volta Redonda,PAULO CESAR BALTAZAR DA NOBREGA,PREFEITO,PSD,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59250/426/candidatos/533322/5_1600811274165.pdf
Volta Redonda,BENEVENUTO SILVA DOS SANTOS,PREFEITO,AVANTE,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59250/426/candidatos/641643/5_1600828309293.pdf
Volta Redonda,MARIA APARECIDA DIOGO BRAGA,PREFEITO,PT,NÃO ELEITO,19,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59250/426/candidatos/505504/5_1600628324630.pdf
Volta Redonda,DAYSE MARQUES PENNA,PREFEITO,PROS,NÃO ELEITO,37,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59250/426/candidatos/400262/5_1600438624205.pdf
Volta Redonda,EVANDRO QUEIROZ GLÓRIA,PREFEITO,CIDADANIA,NÃO ELEITO,11,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59250/426/candidatos/190000681183/pje-5_160037-Proposta%20de%20governo.pdf
Volta Redonda,WASHINGTON TADEU GRANATO COSTA,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,32,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59250/426/candidatos/361816/5_1600700596663.pdf
Volta Redonda,HERMITON BATISTA MOURA,PREFEITO,REPUBLICANOS,NÃO ELEITO,29,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59250/426/candidatos/563606/5_1600730900565.pdf
Volta Redonda,JULIANA PEREIRA DE CARVALHO,PREFEITO,PSOL,NÃO ELEITO,124,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59250/426/candidatos/253101/5_1600733605927.pdf
Volta Redonda,LUIZ EUGENIO HONORATO,PREFEITO,PCO,NÃO ELEITO,37,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59250/426/candidatos/190001225129/pje-5_160107-Proposta%20de%20governo.pdf
Volta Redonda,MÔNICA TEIXEIRA CORREA,PREFEITO,PSTU,NÃO ELEITO,9,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59250/426/candidatos/332486/Programa.pdf
Volta Redonda,ANTONIO FRANCISCO NETO,PREFEITO,DEM,ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59250/426/candidatos/525825/5_1601072105214.pdf
Volta Redonda,ALEXANDRE FERNANDES HABIBE,PREFEITO,PC DO B,NÃO ELEITO,10,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59250/426/candidatos/850652/5_1601230771062.PDF
Volta Redonda,ELDERSON FERREIRA DA SILVA,PREFEITO,PSC,NÃO ELEITO,35,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59250/426/candidatos/414697/5_1600464637290.pdf
