municipio,candidato,cargo,partido,condicao,paginas_proposta,ano,num_arquivos,url
Campos dos Goytacazes,RAFAEL PAES BARBOSA DINIZ NOGUEIRA,PREFEITO,CIDADANIA,NÃO ELEITO,31,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58190/426/candidatos/745837/5_1600970676002.pdf
Campos dos Goytacazes,ROBERTO SALES HENRIQUES DA SILVEIRA,PREFEITO,PC DO B,NÃO ELEITO,8,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58190/426/candidatos/540722/5_1601073703662.pdf
Campos dos Goytacazes,ALEXANDRE TADEU BARROS ESTEVES DE ARAUJO,PREFEITO,REPUBLICANOS,NÃO ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58190/426/candidatos/56031/5_1600530876773.pdf
Campos dos Goytacazes,WLADIMIR BARROS ASSED MATHEUS DE OLIVEIRA,PREFEITO,PSD,ELEITO,26,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58190/426/candidatos/600337/5_1600797210625.pdf
Cantagalo,JOAQUIM AUGUSTO CARVALHO DE PAULA,PREFEITO,PP,ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58211/426/candidatos/190000676558/pje-5_160043-Proposta%20de%20governo.pdf
Cantagalo,HUGO DE AZEVEDO GUIMARÃES,PREFEITO,PSD,NÃO ELEITO,25,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58211/426/candidatos/342323/5_1600288399271.pdf
Cantagalo,PAULO VINICIUS ROCHA DE OLIVEIRA,PREFEITO,MDB,NÃO ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58211/426/candidatos/190001075122/pje-b7c3611b-Proposta%20de%20governo.pdf
Carapebus,BERNARD TAVARES DIDIMO,PREFEITO,REPUBLICANOS,ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58300/426/candidatos/190001053885/pje-49971af0-Proposta%20de%20governo.pdf
Carapebus,CHRISTIANE MIRANDA DE ANDRADE CORDEIRO,PREFEITO,PP,NÃO ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58300/426/candidatos/497012/5_1601089516490.pdf
Carapebus,CLEBER DOS SANTOS PIMENTEL GOMES,PREFEITO,MDB,NÃO ELEITO,21,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58300/426/candidatos/806783/5_1601097116640.pdf
Carapebus,MARIA DE LOURDES RAVALLET DO AMARAL,PREFEITO,PSB,NÃO ELEITO,6,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58300/426/candidatos/782357/5_1601011295192.pdf
Carapebus,JOSÉ VASCONCELOS DE LUNA JUNIOR,PREFEITO,PMB,NÃO ELEITO,3,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58300/426/candidatos/575834/5_1600958782961.pdf
Carapebus,MARCOS DE SOUZA COELHO,PREFEITO,PTC,NÃO ELEITO,5,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58300/426/candidatos/872122/5_1603240440044.pdf
Carapebus,AUGUSTO MELLO DE SÃO PEDRO,PREFEITO,PV,NÃO ELEITO,14,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58300/426/candidatos/839627/5_1601153749702.pdf
Carapebus,RODRIGO LIMA DE SOUZA,PREFEITO,CIDADANIA,NÃO ELEITO,21,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58300/426/candidatos/622618/5_1600992924815.pdf
Cardoso Moreira,ALEXANDRE NOGUEIRA NETO,PREFEITO,PSB,NÃO ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58068/2030402020/190000773423/pje-8d56566e-Proposta%20de%20governo.pdf
Cardoso Moreira,GEANE CORDEIRO VINCLER,PREFEITO,PSD,ELEITO,22,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58068/426/candidatos/509630/5_1600634946358.pdf
Cardoso Moreira,MANOEL SARDINHA NETO,PREFEITO,DC,NÃO ELEITO,10,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58068/426/candidatos/331319/5_1600446921415.pdf
Cardoso Moreira,RENATO JOSÉ DE ALMEIDA VIEIRA,PREFEITO,MDB,NÃO ELEITO,7,2020,7,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58068/2030402020/190000847708/pje-d16278db-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58068/2030402020/190000847708/pje-11582f57-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58068/2030402020/190000847708/pje-e44a41f0-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58068/2030402020/190000847708/pje-5921b798-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58068/2030402020/190000847708/pje-716b3f15-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58068/2030402020/190000847708/pje-6d0bbbb9-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58068/2030402020/190000847708/pje-52964867-Proposta%20de%20governo.pdf
Carmo,FABIANE DA SILVA GULÃO,PREFEITO,MDB,NÃO ELEITO,11,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58238/426/candidatos/104863/5_1599658588247.pdf
Carmo,JOSE EUGENIO BARBOSA SAYEGH,PREFEITO,PRTB,NÃO ELEITO,4,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58238/426/candidatos/146496/5_1600211744822.pdf
Carmo,CARLOS EMANUEL FERREIRA BRAZ,PREFEITO,AVANTE,NÃO ELEITO,11,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58238/426/candidatos/678073/5_1600885251834.pdf
Carmo,SÉRGIO LUIZ PERES SOARES,PREFEITO,PDT,ELEITO,15 – 1,2020,2,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58238/2030402020/190000647296/pje-973252b4-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58238/2030402020/190000647296/pje-c86a1b59-Proposta%20de%20governo.pdf
Casimiro de Abreu,UBIRAJARA MANOEL DE PINA,PREFEITO,PT,NÃO ELEITO,5,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58254/426/candidatos/190000680918/pje-84b8ba77-Proposta%20de%20governo.pdf
Casimiro de Abreu,ADRIANO DOS SANTOS LIMA,PREFEITO,PSDB,NÃO ELEITO,14,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58254/426/candidatos/460390/5_1600528589482.pdf
Casimiro de Abreu,GERSON DE SOUZA NUNES,PREFEITO,PV,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58254/426/candidatos/658098/5_1600872730625.pdf
Casimiro de Abreu,NELSON BENIGNO DE OLIVEIRA RAMOS,PREFEITO,REPUBLICANOS,NÃO ELEITO,8,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58254/426/candidatos/190000635098/pje-f97123de-Proposta%20de%20governo.pdf
Casimiro de Abreu,PAULO CEZAR DAMES PASSOS,PREFEITO,PSD,NÃO ELEITO,28,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58254/426/candidatos/633661/5_1600964204194.pdf
Casimiro de Abreu,RAMON DIAS GIDALTE,PREFEITO,CIDADANIA,ELEITO,6,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58254/426/candidatos/186275/5_1599840278943.pdf
Casimiro de Abreu,ROMI PROENÇA,PREFEITO,PL,NÃO ELEITO,1,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58254/2030402020/190001085330/pje-c17df0b1-Proposta%20de%20governo.pdf
Comendador Levy Gasparian,COSME RICARDO PIRES DA SILVA,PREFEITO,AVANTE,NÃO ELEITO,NÃO TEM,2020,0,
Comendador Levy Gasparian,CLAUDIA FANTANA,PREFEITO,PSD,NÃO ELEITO,4,2020,4,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58165/426/candidatos/569202/5_1600812276195.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58165/426/candidatos/569202/5_1600812279692.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58165/426/candidatos/569202/5_1600812270100.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58165/426/candidatos/569202/5_1600812255825.jpg
Comendador Levy Gasparian,CLAUDIO MANNARINO,PREFEITO,MDB,ELEITO,29,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58165/426/candidatos/416428/5_1600814332945.pdf
Comendador Levy Gasparian,LEONARDO SANTOS BARBOSA,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,13 – 19,2020,2,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58165/426/candidatos/190000985547/pje-7c1e2f70-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58165/426/candidatos/335469/5_1600967958103.pdf
Comendador Levy Gasparian,VANDERLEI FREDERICO VELOSO,PREFEITO,REPUBLICANOS,NÃO ELEITO,4,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58165/426/candidatos/678889/5_1601069066752.pdf
Conceição de Macabu,JOSE SATURNINO BARCELOS,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,22,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58270/2030402020/190000719066/pje-bdcf00cb-Proposta%20de%20governo.pdf
Conceição de Macabu,JOSÉ SEBASTIÃO CASTRO,PREFEITO,PSD,ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58270/2030402020/190000942789/pje-250de3a7-Proposta%20de%20governo.pdf
Conceição de Macabu,HÉLIO LIMA GUERHARD,PREFEITO,PL,NÃO ELEITO,6,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58270/426/candidatos/258013/5_1600516742338.pdf
Conceição de Macabu,LUIS FERNANDO BARCELLOS MAIA,PREFEITO,PATRIOTA,NÃO ELEITO,NÃO TEM,2020,0,
Conceição de Macabu,RENATO BARBOSA DAUMAS,PREFEITO,DC,NÃO ELEITO,NÃO TEM,2020,0,
Cordeiro,SALOMÃO LEMOS GONÇALVES,PREFEITO,PMB,NÃO ELEITO,4,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58297/426/candidatos/409497/5_1600460854166.pdf
Cordeiro,EUGENIO DO ESPIRITO SANTO TAVARES,PREFEITO,PSD,NÃO ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58297/426/candidatos/807816/5_1601057397304.pdf
Cordeiro,LEONAN LOPES MELHORANCE,PREFEITO,PSC,ELEITO,23 – 17,2020,2,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58297/2030402020/190000746043/pje-8a169afc-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58297/426/candidatos/502943/5_1600626308695.pdf
Cordeiro,LUCIANO RAMOS PINTO,PREFEITO,CIDADANIA,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58297/426/candidatos/477622/5_1600786327379.pdf
Cordeiro,RENATA FENO NEVES,PREFEITO,PT,NÃO ELEITO,27,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58297/426/candidatos/505551/5_1600822968094.pdf
Duas Barras,ARMANDO ROSEMBERTO MATTOS TEIXEIRA,PREFEITO,PTC,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58319/426/candidatos/577918/5_1600960269238.pdf
Duas Barras,FABRÍCIO LUIZ LIMA AYRES,PREFEITO,MDB,ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58319/426/candidatos/691050/5_1600898219158.pdf
Duque de Caxias,ALUIZIO FIRMIANO DA SILVA JUNIOR,PREFEITO,PT,NÃO ELEITO,18,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58335/426/candidatos/190000853889/pje-ab5523a7-Proposta%20de%20governo.pdf
Duque de Caxias,ANDRÉIA ALMEIDA ZITO DOS SANTOS,PREFEITO,PP,NÃO ELEITO,NÃO TEM,2020,0,
Duque de Caxias,JORGE MOREIRA THEODORO,PREFEITO,PL,NÃO ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58335/426/candidatos/503376/5_1600915987127.pdf
Duque de Caxias,IVANETE CONCEIÇÃO DA SILVA,PREFEITO,PSOL,NÃO ELEITO,38,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58335/426/candidatos/354406/5_1600310781451.pdf
Duque de Caxias,MARCELO FERREIRA RIBEIRO,PREFEITO,PSL,NÃO ELEITO,48,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58335/426/candidatos/450495/5_1600712215388.pdf
Duque de Caxias,GUTEMBERG CARDOSO DOS SANTOS,PREFEITO,PV,NÃO ELEITO,NÃO TEM,2020,0,
Duque de Caxias,SAMUEL MAIA DOS SANTOS,PREFEITO,PC DO B,NÃO ELEITO,NÃO TEM,2020,0,
Duque de Caxias,WASHINGTON REIS DE OLIVEIRA,PREFEITO,MDB,ELEITO,15,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58335/426/candidatos/574040/5_1601050959913.pdf
Duque de Caxias,JOSE ZUMBA CLEMENTE DA SILVA,PREFEITO,PSB,NÃO ELEITO,8,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58335/426/candidatos/796674/5_1601043673415.pdf
Engenheiro Paulo de Frontin,ALEX PAPA ALVES,PREFEITO,PT,NÃO ELEITO,41,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58351/426/candidatos/775503/5_1600998442087.pdf
Engenheiro Paulo de Frontin,JAULDO DE SOUZA BALTHAZAR FERREIRA,PREFEITO,PSC,NÃO ELEITO,24 – 18,2020,2,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58351/2030402020/190000754133/pje-a5496c4d-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58351/2030402020/190000754133/pje-013ada91-Proposta%20de%20governo.pdf
Engenheiro Paulo de Frontin,JOSÉ EMMANOEL RODRIGUES ARTEMENKO,PREFEITO,PSDB,ELEITO,6,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58351/426/candidatos/641714/5_1600977106381.pdf
Engenheiro Paulo de Frontin,MARCELO BARBOSA DO NASCIMENTO,PREFEITO,AVANTE,NÃO ELEITO,8,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58351/426/candidatos/747704/5_1600974270188.pdf
Guapimirim,ISMERALDA RANGEL GARCIA,PREFEITO,MDB,NÃO ELEITO,27,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58106/426/candidatos/148792/5_1600187543199.pdf
Guapimirim,LIGIA REGO AYRES DA SILVA,PREFEITO,PSD,NÃO ELEITO,4,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58106/426/candidatos/306930/5_1600294709391.pdf
Guapimirim,MARINA PEREIRA DA ROCHA FERNANDEZ,PREFEITO,PMB,ELEITO,23,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58106/426/candidatos/317373/5_1600463796874.pdf
Guapimirim,NOEMI AUGUSTO DO COUTO,PREFEITO,PTB,NÃO ELEITO,30,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58106/426/candidatos/190000885857/pje-a8481731-Proposta%20de%20governo.pdf
Guapimirim,JOCELITO PEREIRA DE OLIVEIRA,PREFEITO,PL,NÃO ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58106/426/candidatos/242058/5_1600369003822.pdf
Iguaba Grande,MARGOTH SILVANA DA SILVA CARDOSO,PREFEITO,PT,NÃO ELEITO,9 – 10 – 9,2020,3,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/793255/5_1601057668605.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/793255/5_1601057665205.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/793255/5_1601057646222.pdf
Iguaba Grande,ANA GRASIELLA MOREIRA FIGUEIREDO MAGALHAES,PREFEITO,PP,NÃO ELEITO,14,2020,14,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/302897/5_1600797107691.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/302897/5_1600797041867.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/302897/5_1600797099007.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/302897/5_1600797045164.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/302897/5_1600797048713.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/302897/5_1600797091273.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/302897/5_1600797057918.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/302897/5_1600796305996.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/302897/5_1600796484412.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/302897/5_1600796497478.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/302897/5_1600797066801.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/302897/5_1600797029774.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/302897/5_1600796269660.jpg | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/302897/pg1.jpg
Iguaba Grande,WASHINGTON LUIS TAHIM MOREIRA,PREFEITO,REPUBLICANOS,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/740582/5_1600985871210.pdf
Iguaba Grande,VANTOIL MEDEIROS MARTINS,PREFEITO,CIDADANIA,ELEITO,7,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58262/426/candidatos/224267/5_1600100836502.pdf
Itaboraí,CARLOS ROBERTO PEREIRA,PREFEITO,PDT,NÃO ELEITO,32,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58378/426/candidatos/444999/5_1600708121260.pdf
Itaboraí,SADINOEL OLIVEIRA GOMES SOUZA,PREFEITO,PP,NÃO ELEITO,1,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58378/426/candidatos/326719/5_1600268830155.pdf
Itaboraí,EDERSON JOSE VIEIRA,PREFEITO,PMB,NÃO ELEITO,48,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58378/426/candidatos/849201/5_1601154948589.pdf
Itaboraí,JOANA DARK COELHO LAGE DO NASCIMENTO,PREFEITO,PODE,NÃO ELEITO,10,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58378/426/candidatos/190001110657/pje-0ad7bcc2-Proposta%20de%20governo.pdf
Itaboraí,MARCELO JANDRE DELAROLI,PREFEITO,PL,ELEITO,8,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58378/2030402020/190000805307/pje-6a0c65bc-Proposta%20de%20governo.pdf
Itaboraí,SERGIO ALBERTO SOARES,PREFEITO,PROS,NÃO ELEITO,6,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58378/426/candidatos/270952/5_1600959697543.pdf
Itaguaí,AGENOR DE OLIVEIRA TEIXEIRA,PREFEITO,PTC,NÃO ELEITO,19,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58394/426/candidatos/331723/5_1600393726415.pdf
Itaguaí,ALEX DIAS DA SILVA,PREFEITO,REPUBLICANOS,NÃO ELEITO,4,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58394/426/candidatos/309103/5_1600452096251.pdf
Itaguaí,ALEXANDRE JOSÉ ARANHA DE SIQUEIRA LIMA,PREFEITO,REDE,NÃO ELEITO,2,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58394/426/candidatos/536743/5_1600729428248.pdf
Itaguaí,ANA MARIA DE AZEVEDO SAGÁRIO PEDROSA DE MELLO,PREFEITO,PSL,NÃO ELEITO,44,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58394/426/candidatos/295248/5_1600788722127.pdf
Itaguaí,ANDRÉ LUIS REIS DE AMORIM,PREFEITO,PSC,NÃO ELEITO,95,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58394/426/candidatos/234962/5_1599868376056.pdf
Itaguaí,ARAMIS BRITO BEZERRA JUNIOR,PREFEITO,PSB,NÃO ELEITO,11,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58394/426/candidatos/865872/5_1601695276174.pdf
Itaguaí,ALBERTO MENEZES,PREFEITO,DC,NÃO ELEITO,8,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58394/426/candidatos/190001056963/pje-014c2a0f-Proposta%20de%20governo.pdf
Itaguaí,ANTONIO DONIZETE GASPARINO DE JESUS,PREFEITO,CIDADANIA,NÃO ELEITO,NÃO TEM,2020,0,
Itaguaí,RUBEM VIEIRA DE SOUZA,PREFEITO,PODE,ELEITO,23,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58394/426/candidatos/660396/5_1600984592321.pdf
Itaguaí,LUCIANO CARVALHO MOTA,PREFEITO,PROS,NÃO ELEITO,20 – 4,2020,2,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58394/2030402020/190000941326/pje-42e2a0c5-Proposta%20de%20governo.pdf | https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58394/426/candidatos/320146/5_1600491090599.pdf
Itaguaí,NISAN CESAR DOS REIS SANTOS,PREFEITO,PTB,NÃO ELEITO,33,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58394/2030402020/190000684233/pje-c77514da-Proposta%20de%20governo.pdf
Itaguaí,SIDNEY JORGE DE ALMEIDA,PREFEITO,PSOL,NÃO ELEITO,13,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58394/426/candidatos/575691/5_1600783332761.pdf
Itaguaí,ALEXANDRE VALLE CARDOSO,PREFEITO,PL,NÃO ELEITO,29,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58394/426/candidatos/528415/5_1601096322074.pdf
Itaguaí,WALDEMAR JOSE DE AVILA NETO,PREFEITO,PDT,NÃO ELEITO,28,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58394/2030402020/190000800224/pje-74efcfc5-Proposta%20de%20governo.pdf
Itaguaí,WESLEI GONÇALVES PEREIRA,PREFEITO,PSB,NÃO ELEITO,11,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58394/426/candidatos/825335/5_1601073929981.pdf
Italva,BRUNO SILVA DE SOUZA,PREFEITO,REPUBLICANOS,NÃO ELEITO,10,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59293/2030402020/190000847461/pje-13e614a0-Proposta%20de%20governo.pdf
Italva,ISABEL CRISTINA DE SOUZA FERNANDES SANTOS,PREFEITO,PP,NÃO ELEITO,11,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59293/426/candidatos/468339/5_1600535782899.pdf
Italva,GERLINDO DOS SANTOS FARIA,PREFEITO,PODE,NÃO ELEITO,11,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59293/426/candidatos/190000773378/pje-5_160078-Proposta%20de%20governo.pdf
Italva,LEONARDO ORATO RANGEL,PREFEITO,PSC,ELEITO,8,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59293/426/candidatos/279319/5_1600283705372.pdf
Italva,MARCOS HENRIQUE NUSS DE ALMEIDA,PREFEITO,PTB,NÃO ELEITO,6,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/59293/2030402020/190000649276/pje-8f402e7b-Proposta%20de%20governo.pdf
Itaocara,ALBERTO TAVEIRA DOS SANTOS,PREFEITO,SOLIDARIEDADE,NÃO ELEITO,12,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58416/426/candidatos/368220/5_1600737002699.pdf
Itaocara,FELIPE DOMINGUES DOS SANTOS COSTA,PREFEITO,REPUBLICANOS,NÃO ELEITO,16,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58416/426/candidatos/308680/5_1600804019169.pdf
Itaocara,GEYVES MAIA VIEIRA,PREFEITO,CIDADANIA,ELEITO,19,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58416/426/candidatos/315107/5_1600527192458.pdf
Itaocara,ROBSON LUIS CÂMARA VOGAS,PREFEITO,PSD,NÃO ELEITO,28,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58416/2030402020/190000678137/pje-c7891353-Proposta%20de%20governo.pdf
Itaperuna,ALFREDO PAULO MARQUES RODRIGUES,PREFEITO,PSD,ELEITO,24,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58432/426/candidatos/238973/5_1599914113375.pdf
Itaperuna,CLEVERSON BOECHAT TINOCO PONCIANO,PREFEITO,AVANTE,NÃO ELEITO,18,2020,1,https://divulgacandcontas.tse.jus.br/candidaturas/oficial/2020/RJ/58432/426/candidatos/319651/5_1600809524501.pdf
