ano,eleicao,cargo,turno,titulo,url
2002,Proporcional,Deputado Estadual,,PMN,https://drive.google.com/file/d/1j70aMfirwBWBjK7Yxi09WUJHePYORid7/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PP,https://drive.google.com/file/d/1I8K1CP0NeAR88tw3S9QC1Q8lBeRAcBmw/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PPS,https://drive.google.com/file/d/1CgZZBJNyDoAQBawG9r8rbwkc9fNa_TnE/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PR,https://drive.google.com/file/d/1AfaQF6BXxwIKNAdmlbBCLxrrO4YRadYb/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PRONA,https://drive.google.com/file/d/1qt50dOjk45INBHu8NNeFLHBARJk-G9sh/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PRP,https://drive.google.com/file/d/1L-TuCOmRT0l97CljWsQZ4dRpNpuu3jDv/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PRTB,https://drive.google.com/file/d/1Glp9MduF8ujz5RoKKx7E8qMeASBi-v67/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PSB,https://drive.google.com/file/d/1ikBqAz8kD1zDScPQMWI6uj47G8WXociI/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PSC,https://drive.google.com/file/d/1sS5hF8YeyX6AnLK7xL9ip2oqRU00Yk3a/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PSD,https://drive.google.com/file/d/1vdOaI7-14Ue1d2x_u4seIinC5z1e0QVl/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PSDB,https://drive.google.com/file/d/1cqPskCtux4MNwwUuhyw7xT-y1LPjAMFz/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PSDC,https://drive.google.com/file/d/1Jm6DDe5uFI7aQPgmjoUvTPBEYw2RykSz/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PSL,https://drive.google.com/file/d/1qtFSC6FMN5Qlgkdh8o6s2X1lsfbvAsFR/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PST,https://drive.google.com/file/d/1JqKzfwY8jPKCWpg1_EfqIGvHLJGJXoEL/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PSTU,https://drive.google.com/file/d/1UkZmjrzjz-_i9zDoDqTGW7CVPUcQmV4G/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PT,https://drive.google.com/file/d/1l9rTV_F7YtsfbgSATVXMK1xVTBQft9ja/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PT do B,https://drive.google.com/file/d/1331MrIVjtsioP0CDZxo4553IEfSReQFH/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PTB,https://drive.google.com/file/d/12YJLUMm1V0PvgALdZYwEPWi6DybRyQTi/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PTC,https://drive.google.com/file/d/1mENY-vZ8P1Xu1l8TcvtDyS4Q1W7MHkD8/view?usp=sharing
2002,Proporcional,Deputado Estadual,,PTN,https://drive.google.com/file/d/17u3MQNhPtjM7PwpfOQhiXJgi6Vu17bCn/view?usp=sharing
2002,Proporcional,Deputado Federal,,PAN,https://drive.google.com/file/d/1D_oV2_HqVZWAVoK8aULnVCPq6hlCW8og/view?usp=sharing
2002,Proporcional,Deputado Federal,,PC do B,https://drive.google.com/file/d/1zrVOszA2N8anWy69LCQ7CrdLWpbeGkTB/view?usp=sharing
2002,Proporcional,Deputado Federal,,PCB,https://drive.google.com/file/d/1pNajQCGAVT4rrfDXOrAgrCFxOMGkI64q/view?usp=sharing
2002,Proporcional,Deputado Federal,,PCO,https://drive.google.com/file/d/1OD25D4i7uWCF1-0miEiX9fQMKic73fTA/view?usp=sharing
2002,Proporcional,Deputado Federal,,PDT,https://drive.google.com/file/d/1nIAqCJxFyuh2wtOyk1yGjxo3CNPRbd1I/view?usp=sharing
2002,Proporcional,Deputado Federal,,PFL,https://drive.google.com/file/d/19Neo901mGZVnaFhxStebjaj2TqGF4c1U/view?usp=sharing
2002,Proporcional,Deputado Federal,,PGT,https://drive.google.com/file/d/14JkwU1nR1x9fGKjyT5BTYSxM8cP2-GqE/view?usp=sharing
2002,Proporcional,Deputado Federal,,PHS,https://drive.google.com/file/d/129rkxmqlF9BLINSeejQiL3DBOco8jsDW/view?usp=sharing
2002,Proporcional,Deputado Federal,,PMDB,https://drive.google.com/file/d/1BI77uPEVnz_zLvxwcfMo15kiaKjNMn7C/view?usp=sharing
2002,Proporcional,Deputado Federal,,PMN,https://drive.google.com/file/d/1Q8JD7oeQR1CE2THtJcwgMAUydVVw7f17/view?usp=sharing
2002,Proporcional,Deputado Federal,,PP,https://drive.google.com/file/d/1D47WZfECDyaBrhMOLHZgmCSgi9h_6AFf/view?usp=sharing
2002,Proporcional,Deputado Federal,,PPS,https://drive.google.com/file/d/1Rb8dmhuK6YndLRW89k-SzQ8gvPtu7OsK/view?usp=sharing
2002,Proporcional,Deputado Federal,,PR,https://drive.google.com/file/d/1r6PsovIR9tCaJ4F-P3NGzw6yd_0BoKK8/view?usp=sharing
2002,Proporcional,Deputado Federal,,PRONA,https://drive.google.com/file/d/1jE14cXfwe2Gy9VfuLBvB97grLVMphG8J/view?usp=sharing
2002,Proporcional,Deputado Federal,,PRP,https://drive.google.com/file/d/11KRnmT4GnNy5-78bBy_zIHvO_rApda83/view?usp=sharing
2002,Proporcional,Deputado Federal,,PRTB,https://drive.google.com/file/d/1CIrL0TC4Y0jzC4wCIqUExnDVtNO_W4fC/view?usp=sharing
2002,Proporcional,Deputado Federal,,PSB,https://drive.google.com/file/d/1hondKnyzrtMf5iyOVqKZRQKS3DW1BN0X/view?usp=sharing
2002,Proporcional,Deputado Federal,,PSC,https://drive.google.com/file/d/1DLGL6i0kSj-yuX0_qi_bETy5WlODIIEd/view?usp=sharing
2002,Proporcional,Deputado Federal,,PSD,https://drive.google.com/file/d/1HgULPvnFwEsCbw2w3pZFRgru0MXHFpI3/view?usp=sharing
2002,Proporcional,Deputado Federal,,PSDB,https://drive.google.com/file/d/1dAgtN5_uDJAtiLHAEtwlg6gWT9ejuNl1/view?usp=sharing
2002,Proporcional,Deputado Federal,,PSDC,https://drive.google.com/file/d/1nPhj6MYaFMv4xX4Wj-m6EF9pPKWS3Z5D/view?usp=sharing
2002,Proporcional,Deputado Federal,,PSL,https://drive.google.com/file/d/1nRxbzutSXgFQjatqGZ1qlwqe59hRqKVK/view?usp=sharing
2002,Proporcional,Deputado Federal,,PST,https://drive.google.com/file/d/1wC0M6dD4Y_yuNOxVU-AB9D5fdF6hIvwC/view?usp=sharing
2002,Proporcional,Deputado Federal,,PSTU,https://drive.google.com/file/d/1k3mEIIJyxAoBeawtK5wrjBS2a-mY1ZAB/view?usp=sharing
2002,Proporcional,Deputado Federal,,PT,https://drive.google.com/file/d/1arBCUW9IxI_fjv9XRinUleu4smH2MMiN/view?usp=sharing
2002,Proporcional,Deputado Federal,,PT do B,https://drive.google.com/file/d/13U6Z4SIpNdgSU-WnaH6UcfjNDBUACAJz/view?usp=sharing
2002,Proporcional,Deputado Federal,,PTB,https://drive.google.com/file/d/1brZrjYmWgMfoLfDC6qk3NfgxPsgWgMgZ/view?usp=sharing
2002,Proporcional,Deputado Federal,,PTC,https://drive.google.com/file/d/1BJH6ABwuo9w5H_dRjOWSMHbgUHxCp282/view?usp=sharing
2002,Proporcional,Deputado Federal,,PTN,https://drive.google.com/file/d/1FB7WekTmdz87ndnh2tQ0CrYAJBMI4Fx1/view?usp=sharing
2002,Proporcional,Deputado Federal,,PV,https://drive.google.com/file/d/1CypF7m51GrIt0aA5zyiG7xllZZnC9BSU/view?usp=sharing
2002,Proporcional,Deputado Federal,,PV,https://drive.google.com/file/d/15fv2lcRJoAd7GbSERLrQiwr8iia-uQzA/view?usp=sharing
2002,Majoritaria,Governador,,,https://drive.google.com/file/d/1gtW0oYlypBxVI2--lzUq9Zi0ld_l2mps/view?usp=sharing
2002,Majoritaria,Presidente,,,https://drive.google.com/file/d/1kuaaIXQKtY31Lhh-K_22mPspwdd3xCV0/view?usp=sharing
2002,Majoritaria,Senador,,,https://drive.google.com/file/d/1U_eTQY8Z-ZMZt-4xc5xSY_scGzb89wYo/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PAN,https://drive.google.com/file/d/11i1zIgOKyROIC-TkfZIdeanG1nf7fy55/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PCB,https://drive.google.com/file/d/1eiMsyxzxSJbpLI0tC7PnuaUg6BZ_5Aj4/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PCO,https://drive.google.com/file/d/1oABYbBcs-KxWiryOu-m5E0VOpRc83wLY/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PCdoB,https://drive.google.com/file/d/1ih6UmMna-dsRSR6Pxqz7ShparZo6zSS0/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PDT,https://drive.google.com/file/d/1fN5cx9AdVF_a6Hx66e5qyxe1FWkDwIZV/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PFL,https://drive.google.com/file/d/14-knlVF25AwXjPLrJYq8Qo8JH7m1YBxM/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PHS,https://drive.google.com/file/d/1_fe9FqbgRdZfqTdu20mRozZoosiZKn3C/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PMDB,https://drive.google.com/file/d/1LfK1xRzCfsEmubG3VdxZw0Zzq0xzgp8o/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PMN,https://drive.google.com/file/d/1ktr4hGRpwkRB0sRhiDcUuC9oeUi1WgJW/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PP,https://drive.google.com/file/d/1z8sVeL-NZWjWy4QbAOI6ocdEmgCJw3Ft/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PPS,https://drive.google.com/file/d/17yhSJoCvgMHyVVQNX4fdVp9r8G9waMCL/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PR,https://drive.google.com/file/d/1lFR6alJf24fytz-tj2yfdH0TImxAhwgQ/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PRB,https://drive.google.com/file/d/1fzLQbjZpPbdZrz9Y8GP-tDF3Og-WOQ9u/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PRONA,https://drive.google.com/file/d/1uIxtRJv-l297tp12Thk322-6-FEAowem/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PRP,https://drive.google.com/file/d/132Yvafbi3jNVIh_JNkrNvNIkpQWf60Rs/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PRTB,https://drive.google.com/file/d/1VqFStQsE_g2R-U0gs1iAfyr5lqzqXW2e/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PSB,https://drive.google.com/file/d/1RB7SJ5K56fzY9w5849QM3oVBvnC9Lw3V/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PSC,https://drive.google.com/file/d/1XxKYN3ubRoGTBkUEiGwHkuuhOiwI1LJD/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PSDB,https://drive.google.com/file/d/18OjJ9G5IIMFLwyoD3FMdWzaFvSbAh6gN/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PSDC,https://drive.google.com/file/d/19defQF_m62sxqSSbtAU6XEdMTtf9qMqp/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PSL,https://drive.google.com/file/d/1JxGAton3P54Vo6Djk254PsI0LYfIJhZy/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PSOL,https://drive.google.com/file/d/1EYHgxA4EjRyEbW9j8ZF2XwaKWezeTRkz/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PSTU,https://drive.google.com/file/d/1RLoAdbblkCO64knZuydm5xjN66MHYhOA/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PT,https://drive.google.com/file/d/1h3U95h7dSbRw2GZq905KhN8lAYvc3ix0/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PTB,https://drive.google.com/file/d/1E47XnVFInarKrObArvZusL9Nzq4eDI1E/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PTC,https://drive.google.com/file/d/1uZtO3dRK52HWkIyJEpE7lUa0kVjmh8x9/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PTdoB,https://drive.google.com/file/d/1wEObIQ9_1SuMsC35NORneDJ1OJ18GMAd/view?usp=sharing
2006,Proporcional,Deputado Estadual,,PV,https://drive.google.com/file/d/1hLEElPswiVd1nExebp-wOWRWIfNLAFNV/view?usp=sharing
2006,Proporcional,Deputado Federal,,PC do B,https://drive.google.com/file/d/1dJEr9kQfOxMlGefYl6IIoFMEbXPaz4pw/view?usp=sharing
2006,Proporcional,Deputado Federal,,PCB,https://drive.google.com/file/d/1WYW4Peo83YQexXIfVuVjZHHjVwei8c_W/view?usp=sharing
2006,Proporcional,Deputado Federal,,PCO,https://drive.google.com/file/d/1wBD978s93EEPMR3gX1C3iyjyYl6L9HPc/view?usp=sharing
2006,Proporcional,Deputado Federal,,PDT,https://drive.google.com/file/d/1VMWRcW2e5D16OF49YCqk-2WXUDceeX6N/view?usp=sharing
2006,Proporcional,Deputado Federal,,PFL,https://drive.google.com/file/d/1oR3Er9ak8oJGM2k4YDEguUqVDcAk7xDQ/view?usp=sharing
2006,Proporcional,Deputado Federal,,PHS,https://drive.google.com/file/d/1h3nwhmq_NLolG05mVxEtwSH3AYl-PNHb/view?usp=sharing
2006,Proporcional,Deputado Federal,,PMDB,https://drive.google.com/file/d/1L9xLscJhKyAy1etZevMxoPOLqWszkxdS/view?usp=sharing
2006,Proporcional,Deputado Federal,,PMN,https://drive.google.com/file/d/1mM1lIAGfSYBWDrESQ8zNgkIWFVDHavMg/view?usp=sharing
2006,Proporcional,Deputado Federal,,PP,https://drive.google.com/file/d/1VLPuoNGTmynjw8JXzQkiidk118DjABQo/view?usp=sharing
2006,Proporcional,Deputado Federal,,PPS,https://drive.google.com/file/d/1eiS3AjXjNm4vP4rdrAsv3vt1gDZ4_ait/view?usp=sharing
